start_station_name,start_station_id,start_lat,start_lng,total_trips,avg_trip_duration,member_trips,casual_trips,weekend_trips,weekday_trips,lunch_hour_trips,morning_trips,evening_trips,lunch_hour_share,weekend_share,total_trips_score,lunch_trips_score,lunch_share_score,weekday_score,casual_score,food_cart_score
E 2 St & Ave B,5515.02,40.72217444,-73.98368779,5011,9.642828088205947,4497,514,1523,3488,1083,1416,1281,0.21612452604270604,0.303931351027739,0.4492961535013001,0.404557340306313,0.41972009405395083,0.42982131854590266,0.18389982110912342,0.4002453627080225
1 Ave & E 6 St,5626.15,40.72633085971696,-73.98616880178452,4888,9.84054915780142,4369,519,1595,3293,1102,1238,1106,0.22545008183306056,0.3263093289689034,0.438267730655429,0.4116548375046694,0.4378305937047842,0.4057917436845348,0.1856887298747764,0.39715640688535453
Broadway & E 19 St,5980.11,40.73829,-73.99006,4930,10.490521365787695,4426,504,1041,3889,1014,501,2117,0.2056795131845842,0.21115618661257607,0.4420335335784094,0.3787822189017557,0.3994355763294823,0.47923598274799756,0.18032200357781752,0.3969051145505463
10 Ave & W 28 St,6459.04,40.75066386,-74.00176802,5229,9.951081067125644,4686,543,1436,3793,990,1346,1370,0.18932874354561102,0.27462229871868427,0.46884246391105533,0.36981695928277925,0.36768190775524456,0.4674060382008626,0.19427549194991056,0.3963234993374246
E 24 St & Park Ave S,6131.1,40.74096374,-73.98602213,5055,9.807087286515001,4702,353,942,4113,991,938,1729,0.1960435212660732,0.18635014836795252,0.4532412803729938,0.37019051176690326,0.3807222007196204,0.5068391866913123,0.1262969588550984,0.3949467525073989
E 27 St & 1 Ave,6004.06,40.739445,-73.976806,4554,10.755224681598595,4194,360,730,3824,1071,1431,882,0.23517786561264822,0.16029863855950813,0.4083206312202995,0.4000747104968248,0.4567222317694907,0.4712261244608749,0.12880143112701253,0.39490389766078887
W 70 St & Amsterdam Ave,7207.08,40.77748046,-73.98288594,4950,10.860191973063973,4522,428,1619,3331,1092,966,1412,0.2206060606060606,0.32707070707070707,0.4438267730655429,0.40791931266342923,0.42842336407553794,0.41047443006777573,0.15313059033989265,0.3939787341536842
Lexington Ave & E 24 St,6089.07,40.74025878,-73.98409214,4474,10.18276169721353,3995,479,790,3684,1060,980,1334,0.23692445239159587,0.17657577112203846,0.4011476732717654,0.3959656331714606,0.4601141539199108,0.45397412199630316,0.17137745974955276,0.3928188756941596
W 37 St & 10 Ave,6611.02,40.75660359,-73.9979009,5250,10.035257,4781,469,1278,3972,948,1167,1682,0.18057142857142858,0.24342857142857144,0.4707253653725455,0.35412775494957044,0.3506749482401656,0.48946395563770795,0.16779964221824686,0.3913663057488689
E 13 St & 2 Ave,5820.08,40.73153937464073,-73.9853024482727,5111,9.887792780277833,4403,708,1769,3342,1002,1054,1471,0.19604774016826454,0.3461162199178243,0.45826235093696766,0.37429958909226746,0.380730393949963,0.41182994454713495,0.25330948121645797,0.39134042034260463
10 Ave & W 14 St,6157.04,40.74198159994023,-74.00831580162048,4498,16.456259400474284,3060,1438,1284,3214,914,310,2058,0.20320142285460205,0.28546020453534904,0.40329956065632566,0.3414269704893538,0.39462305307995177,0.39605668515095505,0.5144901610017889,0.39044698827372026
11 Ave & W 27 St,6425.04,40.751396,-74.005226,4848,11.785321527777779,4197,651,1258,3590,986,874,1586,0.2033828382838284,0.2594884488448845,0.434681251681162,0.3683227493462832,0.39497536710192754,0.4423906346272335,0.2329159212880143,0.38885053095593053
River Ter & Warren St,5368.03,40.71759894980997,-74.01587963104248,5045,13.576224162537166,4370,675,1188,3857,925,1326,1705,0.18334985133795836,0.2354806739345887,0.4523446606294271,0.345536047814718,0.3560707257867597,0.4752926678989526,0.24150268336314848,0.3888396563872894
E 77 St & 1 Ave,7020.02,40.77095553869235,-73.95356208096926,5036,11.576213959491659,4570,466,1296,3740,985,1494,1250,0.19559173947577443,0.25734710087370927,0.451537702860217,0.36794919686215916,0.37984482738773584,0.46087492298213184,0.1667262969588551,0.38849874164789544
University Pl & E 8 St,5755.14,40.73143724085228,-73.99490341544151,4437,9.88711757568928,3851,586,1140,3297,1068,606,1458,0.24070317782285328,0.25693035835023664,0.39783018022056843,0.39895405304445275,0.46745254823568605,0.40628465804066544,0.20966010733452595,0.38805966078585485
9 Ave & W 18 St,6190.08,40.74317449,-74.00366443,4650,10.567036150537634,4139,511,1139,3511,1032,980,1271,0.22193548387096773,0.24494623655913977,0.4169281807585403,0.38550616361598805,0.4310051425899953,0.43265557609365374,0.18282647584973166,0.3870734795179343
Franklin St & Dupont St,5944.01,40.73564,-73.95866,4956,10.308887937180522,4389,567,1760,3196,1040,995,1556,0.20984665052461662,0.35512510088781274,0.44436474491168293,0.3884945834889802,0.40752827783041484,0.39383857054836724,0.20286225402504474,0.3868710577442832
Vesey Pl & River Terrace,5297.02,40.7153379,-74.01658354,5421,13.499850740945705,4829,592,852,4569,786,1259,2239,0.14499169894853348,0.1571665744327615,0.486057562987537,0.29361225252147927,0.28157808201599255,0.5630314232902033,0.21180679785330947,0.38622345177437284
E 58 St & 3 Ave,6762.02,40.76095756,-73.96724467,4568,11.981539579684764,4175,393,977,3591,1046,862,1295,0.22898423817863398,0.21387915936952714,0.4095758988612929,0.3907358983937243,0.4446940277672022,0.4425138632162662,0.140608228980322,0.38618453747113235
E 7 St & Ave A,5626.07,40.72621788,-73.98379855,5043,9.159529793773547,4463,580,1822,3221,1019,986,1361,0.20206226452508427,0.36129288122149517,0.45216533668071374,0.3806499813223758,0.3924107745849462,0.39691928527418363,0.2075134168157424,0.38564510382791556
E 44 St & Lexington Ave,6464.09,40.752643,-73.974996,4508,10.380594698314109,4072,436,759,3749,1015,964,1277,0.2251552795031056,0.1683673469387755,0.4041961803998924,0.3791557713858797,0.4372580790350166,0.46198398028342574,0.15599284436493738,0.3854754534817115
Gramercy Park N & Gramercy Park E,6013.12,40.73795,-73.98509,4662,9.41090002145002,4247,415,1155,3507,1037,1107,1230,0.22243672243672244,0.24774774774774774,0.4180041244508204,0.38737392603660814,0.431978562413345,0.4321626617375231,0.148479427549195,0.38456023656927657
W 54 St & 11 Ave,6955.05,40.768333,-73.992573,4841,11.012825287475039,4335,506,989,3852,950,1625,1310,0.19624044618880396,0.2042966329270812,0.4340536178606653,0.3548748599178185,0.3811046346275323,0.47467652495378926,0.1810375670840787,0.3838691305983218
E 85 St & 3 Ave,7212.05,40.77801203,-73.95407149,4556,11.205506207930934,4060,496,1299,3257,1052,920,1308,0.2309043020193152,0.28511852502194907,0.40849995516901283,0.3929772132984684,0.44842284739982946,0.4013555144793592,0.1774597495527728,0.3825263760378492
E 33 St & 5 Ave,6322.01,40.74765947,-73.98490707,4109,11.892539125496878,3503,606,992,3117,1054,524,1344,0.2565100997809686,0.2414212703820881,0.3684210526315789,0.3937243182667165,0.498150048849997,0.38410351201478743,0.21681574239713775,0.3782260560789164
6 Ave & W 34 St,6364.10,40.74964,-73.98805,4741,11.065924569359488,4029,712,1310,3431,942,968,1429,0.198692259017085,0.2763130141320397,0.42508742042499775,0.3518864400448263,0.3858661262070926,0.4227972889710413,0.2547406082289803,0.3780522403597542
7 Ave S & Bleecker St,5805.07,40.73213896287381,-74.00363802909851,4659,11.179744991772198,3868,791,1672,2987,991,852,1252,0.2127065893968663,0.3588752951277098,0.4177351385277504,0.37019051176690326,0.41308236201710263,0.3680837954405422,0.28300536672629695,0.37722599571280213
W 25 St & 9 Ave,6339.06,40.74783260583772,-74.0005722643582,4582,9.326937279935983,4258,324,1297,3285,1042,1018,1316,0.22741161065037102,0.2830641641204714,0.4108311665022864,0.38924168845722823,0.4416399395239089,0.4048059149722736,0.11592128801431127,0.3756596883338782
St Marks Pl & 1 Ave,5626.13,40.72779126,-73.98564945,4819,9.950666580203361,4254,565,1701,3118,997,1040,1310,0.20688939614027807,0.35297779622328285,0.4320810544248184,0.37243182667164737,0.401785204098511,0.38422674060382006,0.20214669051878353,0.3756099405237746
Lafayette Ave & Ft Greene Pl,4470.09,40.68700231292619,-73.97664964199066,4432,10.691109664560772,3857,575,1457,2975,1041,689,1444,0.2348826714801444,0.32874548736462095,0.3973818703487851,0.3888681359731042,0.45614895620781665,0.36660505237215035,0.20572450805008943,0.3749576720780034
E 43 St & Madison Ave,6551.11,40.75354681867074,-73.97896572947502,4983,10.543845183624322,4494,489,556,4427,803,1381,1505,0.16114790286975716,0.11157936985751556,0.4467856182193132,0.29996264475158757,0.3129538983267748,0.5455329636475662,0.1749552772808587,0.37458084050816054
Allen St & Hester St,5343.10,40.71606,-73.99191,4230,11.653545634357762,3661,569,1347,2883,1062,847,1154,0.251063829787234,0.31843971631205675,0.37927015152873667,0.39671273813970864,0.487573234659266,0.355268022181146,0.2035778175313059,0.37383570588636855
E 10 St & 2 Ave,5746.02,40.72970805644994,-73.9865979552269,4535,9.824677265711134,3954,581,1559,2976,1021,851,1309,0.22513781697905183,0.3437706725468578,0.40661705370752266,0.38139708629062385,0.4372241663071441,0.366728280961183,0.20787119856887298,0.3729984363084373
MacDougal St & Prince St,5687.04,40.72710258,-74.00297088,4502,12.115500107359694,3883,619,1329,3173,986,844,1472,0.2190137716570413,0.2952021323856064,0.40365820855375234,0.3683227493462832,0.4253310927832396,0.39100431300061617,0.22146690518783543,0.3727081768068679
E 2 St & Ave A,5553.10,40.72307749068673,-73.98583620786667,4608,9.590641030092591,4083,525,1427,3181,989,1199,1076,0.2146267361111111,0.3096788194444444,0.4131623778355599,0.3694434067986552,0.41681134259259256,0.3919901417128774,0.18783542039355994,0.37145849147961
E 15 St & 3 Ave,5863.07,40.734232,-73.986923,4543,9.089963540978795,4170,373,1166,3377,995,1063,1251,0.2190182698657275,0.2566585956416465,0.40733434950237607,0.37168472170339933,0.42533982843489104,0.4161429451632779,0.1334525939177102,0.3710310712396995
9 Ave & W 45 St,6717.06,40.76019252,-73.9912551,4613,10.793711713274082,4079,534,1413,3200,970,688,1400,0.2102753089096033,0.3063082592672881,0.4136106877073433,0.36234590960029883,0.4083607448389397,0.3943314849044978,0.19105545617173525,0.36903165736890753
Berkeley Pl & 7 Ave,4051.01,40.675146838709786,-73.97523209452629,4107,10.188129096664232,3724,383,1256,2851,1078,765,1255,0.26247869491112735,0.30581933284635987,0.3682417286828656,0.40268957788569293,0.5097412335955226,0.351324707332101,0.1370304114490161,0.367943890401583
E 27 St & Park Ave S,6131.13,40.74275179648995,-73.9847157150507,4229,9.82115803184362,3827,402,704,3525,970,982,1268,0.22936864506975643,0.16646961456609127,0.37918048955438,0.36234590960029883,0.4454405570919907,0.4343807763401109,0.1438282647584973,0.36741922820177053
W 13 St & 7 Ave,6030.04,40.73781509,-73.99994661,4449,9.14865685547314,4006,443,1299,3150,998,915,1342,0.22432007192627557,0.29197572488199597,0.3989061239128486,0.3728053791557714,0.43563608171189744,0.38817005545286504,0.15849731663685152,0.36725576460818005
West Drive & Prospect Park West,3651.04,40.6610633719006,-73.97945255041122,4277,12.72657060634401,3353,924,1585,2692,954,482,1513,0.22305354220247836,0.37058685994856205,0.3834842643235004,0.35636906985431455,0.4331764442772768,0.33173136167590883,0.33059033989266545,0.36332319128206114
W 45 St & 8 Ave,6676.02,40.75929124,-73.98859651,4577,10.953071007209962,3950,627,1231,3346,894,788,1311,0.19532444832859952,0.26895346296700895,0.410382856630503,0.33395592080687336,0.37932574023235266,0.41232285890326553,0.22432915921288013,0.3623103481652078
Fulton St & Adams St,4637.06,40.69241829257847,-73.98949474096298,4024,11.498587396454607,3387,637,903,3121,957,695,1360,0.23782306163021869,0.22440357852882703,0.36079978481126157,0.3574897273066866,0.4618592791079609,0.38459642637091807,0.22790697674418606,0.361217261619554
2 Ave & E 72 St,6925.09,40.7687620293096,-73.95840793848038,4557,11.533675038402459,4116,441,1114,3443,911,1168,1233,0.19991222295369762,0.24445907395216152,0.4085896171433695,0.3403063130369817,0.38823533153326784,0.42427603203943315,0.15778175313059034,0.36071152872305845
Central Park W & W 68 St,7079.06,40.7734066,-73.97782542,3965,17.19159703236654,2853,1112,1126,2839,896,762,1112,0.22597730138713745,0.283984867591425,0.3555097283242177,0.3347030257751214,0.43885446936052774,0.3498459642637092,0.39785330948121644,0.3596634618392632
St Marks Pl & 2 Ave,5669.10,40.7284186,-73.98713956,4467,10.379356186105515,3907,560,1365,3102,929,906,1214,0.20796955451085739,0.3055742108797851,0.40052003945126874,0.34703025775121404,0.4038829029631143,0.3822550831792976,0.2003577817531306,0.3584656851832261
Amsterdam Ave & W 79 St,7311.02,40.7829391,-73.9786517,4440,12.323566711711711,4006,434,1328,3112,951,1117,1147,0.2141891891891892,0.2990990990990991,0.3980991661436385,0.3552484124019425,0.41596161378770075,0.38348736906962416,0.1552772808586762,0.357683099155152
4 Ave & E 12 St,5788.15,40.732647,-73.99011,4167,9.590728397728181,3710,457,1097,3070,969,800,1292,0.23254139668826493,0.2632589392848572,0.3736214471442661,0.3619723571161748,0.4516021326989492,0.3783117683302526,0.1635062611806798,0.3572688798307411
Calyer St & West St,5676.04,40.72693,-73.95863,4285,10.37434388175807,3631,654,1454,2831,945,1056,1257,0.220536756126021,0.3393232205367561,0.3842015601183538,0.35300709749719833,0.42828877276647553,0.34886013555144796,0.2339892665474061,0.3556027051952856
W 34 St & 11 Ave,6578.01,40.75594159,-74.0021163,3849,15.387300818394388,3125,724,864,2985,931,561,1473,0.24188100805404,0.2244738893219018,0.34510893929884334,0.3477773627194621,0.46973992868465736,0.3678373382624769,0.2590339892665474,0.3544441712241384
W 11 St & 6 Ave,5914.03,40.73532427,-73.99800419,4160,10.153408978365384,3670,490,1317,2843,977,751,1265,0.23485576923076923,0.31658653846153845,0.3729938133237694,0.36496077698916696,0.4560967112597547,0.3503388786198398,0.17531305903398928,0.35419347803049317
Stanton St & Chrystie St,5523.02,40.72229346,-73.99147535,4222,11.080021498499923,3665,557,1382,2840,958,636,1272,0.22690667929891048,0.32733301752723826,0.37855285573388325,0.3578632797908106,0.4406593482036812,0.34996919285274186,0.1992844364937388,0.3538785789005449
2 Ave & E 31 St,6197.11,40.74299,-73.97711,4550,10.651053128205128,4021,529,1269,3281,877,737,1640,0.19274725274725274,0.2789010989010989,0.40796198332287276,0.32760552857676506,0.37432075171205603,0.40431300061614295,0.18926654740608229,0.3538737608676284
1 Ave & E 30 St,6079.03,40.74144387,-73.97536082,4084,10.290188238654913,3754,330,722,3362,938,1253,843,0.2296767874632713,0.17678746327130265,0.3661795032726621,0.3503922301083302,0.4460389785518602,0.414294516327788,0.11806797853309481,0.3534517553301342
Central Park North & Adam Clayton Powell Blvd,7617.07,40.799484,-73.955613,3208,20.086621628221113,2120,1088,1205,2003,1010,630,745,0.31483790523690774,0.3756234413965087,0.2876356137362145,0.3772880089652596,0.6114243377064584,0.24682686383240912,0.3892665474060823,0.35339416784963035
Suffolk St & Stanton St,5445.02,40.72066442,-73.98517977,4333,11.196299784598814,3770,563,1558,2775,944,964,1117,0.2178629125317332,0.35956612047080544,0.38850533488747424,0.3526335450130743,0.42309609100365575,0.3419593345656192,0.20143112701252236,0.3513926631911862
W 13 St & 5 Ave,5947.04,40.735445,-73.99431,3979,10.048577021027059,3553,426,919,3060,954,643,1321,0.23975873335008796,0.23096255340537825,0.35676499596521116,0.35636906985431455,0.4656184096943737,0.37707948243992606,0.15241502683363148,0.35113966358109866
S 3 St & Bedford Ave,5235.05,40.71260486,-73.96264403,4332,12.342540562480762,3644,688,1612,2720,923,807,1324,0.21306555863342566,0.3721144967682364,0.38841567291311757,0.34478894284646994,0.41377949067940634,0.33518176216882317,0.24615384615384617,0.3508097343416337
Broadway & W 61 St,7014.12,40.77003010255044,-73.9819684624672,3856,13.321688649723374,3284,572,1063,2793,957,690,1192,0.24818464730290457,0.2756742738589212,0.3457365731193401,0.3574897273066866,0.4819817788201335,0.34417744916820703,0.20465116279069767,0.3490543318318999
W 53 St & 10 Ave,6890.01,40.76669671,-73.99061728,4307,10.605992620540206,3911,396,1110,3197,904,979,1290,0.20989087531924774,0.2577199907127931,0.38617412355420067,0.33769144564811354,0.4076141636634666,0.39396179913739987,0.14168157423971378,0.3484574704831879
Madison Ave & E 26 St,6131.12,40.742684734875695,-73.98671329021454,4112,10.560573775940338,3727,385,772,3340,894,531,1525,0.2174124513618677,0.1877431906614786,0.368690038554649,0.33395592080687336,0.42222128235493145,0.41158348736906963,0.13774597495527727,0.34737050512590273
Allen St & Stanton St,5484.09,40.722055,-73.989111,4061,11.177906123286547,3383,678,1327,2734,920,710,1098,0.2265451859147993,0.32676680620536813,0.3641172778624585,0.3436682853940979,0.4399573175736682,0.33690696241528034,0.24257602862254024,0.3469479464562258
W 20 St & 5 Ave,6098.02,40.73972989238724,-73.99103969335556,3932,10.424913169718549,3514,418,993,2939,946,449,1493,0.24059003051881994,0.25254323499491355,0.3525508831704474,0.3533806499813224,0.4672328128916213,0.36216882316697474,0.14955277280858675,0.34593327148949043
Mercer St & Bleecker St,5679.05,40.72706363348306,-73.99662137031554,4362,9.514301425187222,3869,493,1092,3270,855,685,1442,0.19601100412654746,0.25034387895460797,0.3911055321438178,0.3193873739260366,0.3806590514921356,0.4029574861367837,0.17638640429338104,0.34585800671597566
Schermerhorn St & Court St,4565.07,40.6910363748993,-73.99201065301895,3869,10.602477048332902,3461,408,1075,2794,964,723,1264,0.24915998966141123,0.2778495735332127,0.34690217878597684,0.3601045946955547,0.4838759219511464,0.34430067775723966,0.14597495527728085,0.344607376114229
W 63 St & Broadway,7052.01,40.77163851,-73.98261428,3828,12.445880864681296,3357,471,1190,2638,969,731,1048,0.25313479623824453,0.3108672936259143,0.34322603783735317,0.3619723571161748,0.4915951115351415,0.3250770178681454,0.16851520572450804,0.3435232697495935
Kenmare St & Elizabeth St,5453.06,40.72054,-73.9949,3932,12.604630582400814,3214,718,1322,2610,910,592,1176,0.23143438453713122,0.33621566632756866,0.3525508831704474,0.33993276055285765,0.44945228301413886,0.32162661737523107,0.25688729874776384,0.3420734686373485
W 22 St & 8 Ave,6224.03,40.74475148,-73.99915362,4282,9.399008465670248,3863,419,1221,3061,878,1130,1093,0.2050443717888837,0.28514712751050914,0.38393257419528376,0.3279790810608891,0.39820211332913646,0.3772027110289587,0.14991055456171734,0.34102763091500926
W 16 St & The High Line,6233.05,40.74334935,-74.00681753,3802,10.342856216026652,3404,398,897,2905,934,671,1218,0.24566017885323513,0.23592845870594423,0.3408948265040796,0.34889802017183413,0.4770791879178769,0.35797905113986445,0.14239713774597496,0.34088145648051993
Broadway & Kent Ave,5134.09,40.710888,-73.968329,3991,11.256682218324563,3373,618,1459,2532,930,873,1178,0.23302430468554247,0.3655725382109747,0.35784093965749125,0.34740381023533806,0.4525399540269955,0.3120147874306839,0.22110912343470482,0.3408194337290479
E 2 St & Ave C,5476.03,40.7208736,-73.98085795,4156,9.585183176932949,3723,433,1194,2962,892,1240,1029,0.21462945139557266,0.28729547641963427,0.3726351654263427,0.3332088158386253,0.41681661575372075,0.3650030807147258,0.15491949910554562,0.33995610452897634
Carlton Ave & Dean St,4199.12,40.6809741,-73.9710097,3889,10.97319336161824,3442,447,1188,2701,934,781,1176,0.24016456672666495,0.30547698637181797,0.34869541827311035,0.34889802017183413,0.4664065498749725,0.33284041897720273,0.1599284436493739,0.3384897447762947
6 Ave & W 45 St,6593.15,40.756951,-73.982631,3852,13.276019154551749,3238,614,731,3121,839,310,1578,0.21780893042575286,0.18977154724818276,0.3453779252219134,0.3134105341800523,0.4229912561891432,0.38459642637091807,0.21967799642218247,0.33722437880381284
Broadway & W 38 St,6560.15,40.7529728216068,-73.98734897375107,3913,11.118352372433767,3425,488,720,3193,850,731,1264,0.217224635829287,0.18400204446716076,0.3508473056576706,0.3175196115054165,0.4218565391467312,0.39346888478126923,0.17459749552772807,0.33718287086501314
W 56 St & 8 Ave,6884.03,40.765959181657976,-73.98313522338867,3965,12.317540437158469,3450,515,1054,2911,879,816,1181,0.22168978562421185,0.26582597730138713,0.3555097283242177,0.3283526335450131,0.43052798947310705,0.3587184226740604,0.18425760286225404,0.3370230975901572
Columbus Ave & W 59 St,6986.07,40.76931,-73.98464,4002,11.28382325920373,3645,357,1165,2837,915,846,1200,0.22863568215892055,0.29110444777611194,0.3588272213754147,0.3418005229734778,0.4440171218738457,0.34959950708564386,0.12772808586762074,0.3364314105758463
W 56 St & 6 Ave,6809.07,40.76340613,-73.97722479,3712,13.478008961925287,3111,601,997,2715,896,444,1375,0.2413793103448276,0.2685883620689655,0.33282524881197884,0.3347030257751214,0.4687656171914043,0.3345656192236599,0.21502683363148478,0.3356447401513081
Schermerhorn St & Hoyt St,4479.10,40.6886263,-73.9851911,4050,10.308992872427984,3568,482,1213,2837,879,863,1326,0.21703703703703703,0.29950617283950615,0.3631309961445351,0.3283526335450131,0.42149221685453564,0.34959950708564386,0.17245080500894455,0.33502037438036514
